date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:44:13	4626/4626	---M--	200	added ('OK')	text/plain	etag:%22ff7ee-1212-42c926c6%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/zipper.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/zipper.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:14	258824/258824	-R-M--	200	added ('Partial%20Content')	audio/basic	etag:%22131a6c-3f308-2b1c7e76%22	www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/sounds/tubular-bell.snd	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/CLM/grani/sounds/tubular-bell.snd	(from www-camil.music.uiuc.edu:16080/classes/404B/CLM/grani/grani.html)
17:44:22	2556/2556	---M--	200	added ('OK')	text/plain	etag:%22ff739-9fc-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/anoi.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/anoi.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:23	10273/10273	---M--	200	added ('OK')	text/plain	etag:%22ff7be-2821-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/san.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/san.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:31	202205/202205	---M--	200	added ('OK')	text/plain	etag:%22ff7d5-315dd-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/spectr.clm	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/spectr.clm	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:31	7547/7547	---M--	200	added ('OK')	text/plain	etag:%22ff736-1d7b-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/add.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/add.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:34	4967/4967	---M--	200	added ('OK')	text/plain	etag:%22ff735-1367-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/addflt.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/addflt.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:34	1159/1159	---M--	200	added ('OK')	text/plain	etag:%22ff737-487-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/addsnd.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/addsnd.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:37	3147/3147	---M--	200	added ('OK')	text/plain	etag:%22ff73e-c4b-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/badd.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/badd.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:39	1484/1484	---M--	200	added ('OK')	text/plain	etag:%22ff742-5cc-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/bell.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/bell.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:42	26842/26842	---M--	200	added ('OK')	text/plain	etag:%22ff73c-68da-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/autoc.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/autoc.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:42	1843/1843	---M--	200	added ('OK')	text/plain	etag:%22ff743-733-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/bigbird.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/bigbird.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:43	135890/135890	---M--	200	added ('OK')	text/plain	etag:%22ff7a1-212d2-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/mus.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/mus.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:43	3170/3170	---M--	200	added ('OK')	text/plain	etag:%22ff748-c62-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/canter.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/canter.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:44	2457/2457	---M--	200	added ('OK')	text/plain	etag:%22ff749-999-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/cellon.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/cellon.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:45	2520/2520	---M--	200	added ('OK')	text/plain	etag:%22ff75a-9d8-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/cnv.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/cnv.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:47	872/872	---M--	200	added ('OK')	text/plain	etag:%22ff773-368-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/drone.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/drone.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:49	45869/45869	---M--	200	added ('OK')	text/plain	etag:%22ff73f-b32d-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/bag.clm	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/bag.clm	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:55	11669/11669	---M--	200	added ('OK')	text/plain	etag:%22ff776-2d95-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/expsrc.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/expsrc.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:55	1243/1243	---M--	200	added ('OK')	text/plain	etag:%22ff77d-4db-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/fltsnd.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/fltsnd.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:55	48643/48643	---M--	200	added ('OK')	text/html	etag:%22ff770-be03-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/dlocsig/index.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/dlocsig/index.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:56	6843/6843	---M--	200	added ('OK')	text/plain	etag:%22ff777-1abb-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/fade.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/fade.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:57	3569/3569	---M--	200	added ('OK')	text/plain	etag:%22ff77e-df1-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/flute.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/flute.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:57	6290/6290	---M--	200	added ('OK')	text/plain	etag:%22ff77f-1892-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/fmex.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/fmex.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:59	2078/2078	---M--	200	added ('OK')	text/plain	etag:%22ff790-81e-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/insect.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/insect.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:44:59	3529/3529	---M--	200	added ('OK')	text/plain	etag:%22ff788-dc9-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/grapheq.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/grapheq.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:00	18912/18912	---M--	200	added ('OK')	text/plain	etag:%22ff787-49e0-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/grani.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/grani.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:01	2537/2537	---M--	200	added ('OK')	text/plain	etag:%22ff794-9e9-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/jcrev.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/jcrev.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:02	2939/2939	---M--	200	added ('OK')	text/plain	etag:%22ff797-b7b-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/kiprev.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/kiprev.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:03	16598/16598	---M--	200	added ('OK')	text/plain	etag:%22ff795-40d6-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/jcvoi.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/jcvoi.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:03	5274/5274	---M--	200	added ('OK')	text/html	etag:%22ff784-149a-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/freeverb/index.html	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/freeverb/index.html	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:05	5134/5134	---M--	200	added ('OK')	text/plain	etag:%22ff79b-140e-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/maraca.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/maraca.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:08	10479/10479	---M--	200	added ('OK')	text/plain	etag:%22ff79c-28ef-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/maxf.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/maxf.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:09	33227/33227	---M--	200	added ('OK')	text/plain	etag:%22ff798-81cb-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/lbjPiano.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/lbjPiano.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:09	6032/6032	---M--	200	added ('OK')	text/plain	etag:%22ff79f-1790-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/mlbvoi.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/mlbvoi.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:10	5748/5748	---M--	200	added ('OK')	text/plain	etag:%22ff7a0-1674-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/moog.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/moog.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:11	3954/3954	---M--	200	added ('OK')	text/plain	etag:%22ff7a3-f72-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/noise.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/noise.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:12	8403/8403	---M--	200	added ('OK')	text/plain	etag:%22ff7a5-20d3-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/one-cut.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/one-cut.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:14	3634/3634	---M--	200	added ('OK')	text/plain	etag:%22ff7ab-e32-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/pluck.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/pluck.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:15	25343/25343	---M--	200	added ('OK')	text/plain	etag:%22ff7a8-62ff-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/piano.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/piano.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:16	5531/5531	---M--	200	added ('OK')	text/plain	etag:%22ff7ae-159b-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/pqwvox.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/pqwvox.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:17	3103/3103	---M--	200	added ('OK')	text/plain	etag:%22ff7a4-c1f-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/nrev.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/nrev.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:17	11491/11491	---M--	200	added ('OK')	text/plain	etag:%22ff7b0-2ce3-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/prc-toolkit95.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/prc-toolkit95.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:18	4284/4284	---M--	200	added ('OK')	text/plain	etag:%22ff7af-10bc-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/prc96.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/prc96.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:19	2358/2358	---M--	200	added ('OK')	text/plain	etag:%22ff7b6-936-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/resflt.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/resflt.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:20	2950/2950	---M--	200	added ('OK')	text/plain	etag:%22ff7b7-b86-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/reson.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/reson.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:21	15247/15247	---M--	200	added ('OK')	text/plain	etag:%22ff7b2-3b8f-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/pvoc.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/pvoc.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:21	9925/9925	---M--	200	added ('OK')	text/plain	etag:%22ff7b9-26c5-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/ring-modulate.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/ring-modulate.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:23	3961/3961	---M--	200	added ('OK')	text/plain	etag:%22ff7ba-f79-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/rmsenv.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/rmsenv.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:23	4747/4747	---M--	200	added ('OK')	text/plain	etag:%22ff7bb-128b-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/rmsp.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/rmsp.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:24	14330/14330	---M--	200	added ('OK')	text/plain	etag:%22ff7c0-37fa-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/scanned.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/scanned.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:27	9679/9679	---M--	200	added ('OK')	text/plain	etag:%22ff7c2-25cf-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/scentroid.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/scentroid.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:28	4026/4026	---M--	200	added ('OK')	text/plain	etag:%22ff7d6-fba-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/stochastic.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/stochastic.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:30	17871/17871	---M--	200	added ('OK')	text/plain	etag:%22ff7d1-45cf-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/sndwarp.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/sndwarp.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:31	32997/32997	---M--	200	added ('OK')	text/plain	etag:%22ff7c5-80e5-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/singer.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/singer.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:33	4129/4129	---M--	200	added ('OK')	text/plain	etag:%22ff7db-1021-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/trp.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/trp.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:34	15682/15682	---M--	200	added ('OK')	text/plain	etag:%22ff7d7-3d42-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/strad.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/strad.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:34	9137/9137	---M--	200	added ('OK')	text/plain	etag:%22ff7e0-23b1-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/ugex.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/ugex.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:37	7258/7258	---M--	200	added ('OK')	text/plain	etag:%22ff7e6-1c5a-42c926c6%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/vowel.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/vowel.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:37	16846/16846	---M--	200	added ('OK')	text/plain	etag:%22ff7e1-41ce-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/ug.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/ug.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:38	4453/4453	---M--	200	added ('OK')	text/plain	etag:%22ff7e7-1165-42c926c6%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/vox.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/vox.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:38	1279/1279	---M--	200	added ('OK')	text/plain	etag:%22ff7ed-4ff-42c926c6%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/zd.ins	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/zd.ins	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:43	16699/16699	---M--	200	added ('OK')	text/plain	etag:%22ff78e-413b-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/initmus.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/initmus.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:43	7445/7445	---M--	200	added ('OK')	text/plain	etag:%22ff77a-1d15-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/files	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/files.txt	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:45	4848/4848	---M--	200	added ('OK')	text/plain	etag:%22ff7a9-12f0-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/pitches.cl	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/pitches.cl	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:45	1878/1878	---M--	200	added ('OK')	text/plain	etag:%22ff763-756-42c926c5%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/defaults.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/defaults.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
17:45:48	40277/40277	---M--	200	added ('OK')	text/plain	etag:%22ff757-9d55-42c926c4%22	www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm-test.lisp	/home/tito/websites/http://www-camil.music.uiuc.edu:16080/classes/404B/www-camil.music.uiuc.edu_16080/classes/404B/clm/clm-3/clm-test.lisp	(from www-camil.music.uiuc.edu:16080/classes/404B/clm/clm-3/clm.html)
